baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PF3D7_1125100	112.240448106181	-1.01774523837707	0.321923338089751	-3.16145217807516	0.00156984593235256	0.00863225208806939
PF3D7_1472100	250.633594963874	-1.01678152833095	0.251856908367391	-4.03713971922398	5.41068474082196e-05	0.000488575150950563
PF3D7_1004000	2021.62649921227	-1.01501713955119	0.190737678779282	-5.32153450774532	1.02895587432915e-07	1.78378533633701e-06
PF3D7_1144300	392.622260397898	-1.01034960795281	0.230183943515653	-4.38931400914201	1.13708781282027e-05	0.000124150308793982
PF3D7_0405200	183.141637138186	-1.00854229385929	0.295353575521223	-3.41469471659341	0.000638535351962338	0.00414318224087563
PF3D7_0315400	151.534520767285	-1.00746488701801	0.308589226548221	-3.26474419825728	0.00109562974307543	0.00647119673998519
PF3D7_1323300	117.843756807387	-1.00216923489952	0.319994547749296	-3.13183222010607	0.00173719119389676	0.00943818469219985
PF3D7_1322500	531.690907376981	-0.999288487993715	0.242251676607472	-4.12500132914619	3.70732615929303e-05	0.000353753685199768
PF3D7_1311800	1126.59442140025	-0.994413391009916	0.241733410361315	-4.11367791288585	3.89404664778302e-05	0.000370015896950428
PF3D7_1434800	655.998136306582	-0.988686015873377	0.205883942767711	-4.80215213766751	1.56969356073487e-06	2.07858546730547e-05
PF3D7_1372600	288.631502313115	-0.987603453385725	0.273865052876869	-3.60616823143826	0.000310751716902743	0.00225109138464475
PF3D7_1111500	147.053785430266	-0.98585662417465	0.29303913889312	-3.3642489801822	0.000767522681392048	0.0048150387001142
PF3D7_1327400	134.105208536047	-0.979175957990263	0.311090965820547	-3.14755510629357	0.00164642069040513	0.00899884810568004
PF3D7_0603300	173.233063611062	-0.978598965310403	0.288998148039254	-3.38617728850457	0.00070873580199477	0.00450851262277345
PF3D7_0608500	1203.91011391992	-0.976648801192225	0.195638120938416	-4.9921191049451	5.97204068924542e-07	8.75000284211378e-06
PF3D7_1242700	1314.13151845222	-0.974531277548163	0.192257599721951	-5.06888299322138	4.00157115069221e-07	6.12649500717895e-06
PF3D7_1323100	1401.91414709843	-0.965677057671829	0.210039959166166	-4.59758734245357	4.27411470461109e-06	5.13572195458825e-05
PF3D7_0918300	416.281936251023	-0.964488608788824	0.227196726159843	-4.2451694841336	2.184282575125e-05	0.000222444203054209
PF3D7_1144700	333.111456341676	-0.962654466013066	0.237927712260348	-4.04599555414419	5.21012216560534e-05	0.000475188250525692
PF3D7_0819600	329.585246439548	-0.953029241921487	0.233676971794701	-4.07840462242372	4.53457979002987e-05	0.000421187349822407
PF3D7_0209600	205.922515777201	-0.951874313280588	0.282482527944744	-3.36967500328651	0.000752568864888179	0.00472775627153819
PF3D7_0721100	1564.2801402823	-0.946243894334016	0.189944289614097	-4.98169171737915	6.30307942929643e-07	9.08844024376647e-06
PF3D7_1328800	172.932882050702	-0.942799698208496	0.302158245681017	-3.12021833487805	0.00180717036150192	0.00971380802596652
PF3D7_0721600	2744.05755171598	-0.941191589631271	0.18023718649536	-5.22196117201097	1.77038095453048e-07	2.92402556199179e-06
PF3D7_0812100	218.226005047287	-0.940983985720834	0.282043050554486	-3.33631331766868	0.000848974247645734	0.00525346189755712
PF3D7_1338200	1813.45336151184	-0.940701537666426	0.186335456560518	-5.04843015403728	4.45455270158203e-07	6.67741860415366e-06
PF3D7_1408600	2171.16981042277	-0.938052243405926	0.18824105553484	-4.98325001812535	6.25250759953249e-07	9.04423233027915e-06
PF3D7_0907900	477.87420520483	-0.933790747715388	0.26101637778567	-3.57751783867814	0.000346872553198721	0.00247479779340106
PF3D7_0528200	822.798226046769	-0.929637795338973	0.230841198259898	-4.02717453533714	5.64511288106241e-05	0.000507724806055158
PF3D7_1022200	188.163120246984	-0.928089458699031	0.272952766192117	-3.40018337841573	0.000673406747413668	0.00435080148897991
PF3D7_1303000	155.311896007005	-0.919468701394915	0.288134105462073	-3.19111373476732	0.0014172547733753	0.00799648593872124
PF3D7_1315900	347.392867517919	-0.917022599569159	0.235791337220704	-3.88912760908944	0.000100605211428448	0.000835372706230371
PF3D7_1402300	330.783667397005	-0.912672895876912	0.242848058141021	-3.75820545102702	0.000171136339755399	0.00132419293895915
PF3D7_0507100	2754.72186815459	-0.908497542574491	0.188319489276999	-4.82423537819912	1.40541369495787e-06	1.88300560545683e-05
PF3D7_0626800	6959.44355517408	-0.90728516147205	0.197494404092872	-4.59397908330303	4.34872987754323e-06	5.21159132026421e-05
PF3D7_0612100	460.370585354742	-0.905613109260157	0.227177862475089	-3.98636160844881	6.70942322115511e-05	0.000594038991627418
PF3D7_1323400	2169.33846720601	-0.903397981702615	0.194527310749674	-4.64406760274986	3.41615698993193e-06	4.20492819736336e-05
PF3D7_1426900	272.285787835069	-0.900377363292632	0.288420990357111	-3.12174700661634	0.00179781361555053	0.00968644061901603
PF3D7_1034600	168.572053007292	-0.89607102761071	0.281131813691226	-3.18736971047641	0.00143573126030426	0.00807065765383904
PF3D7_1365900	1394.25181154229	-0.890931650729427	0.194994238173258	-4.56901526463468	4.90021096813514e-06	5.7659995381528e-05
PF3D7_0912000	210.929196192333	-0.880723780025449	0.265938488913126	-3.31175748055467	0.000927118797157907	0.00566752836701374
PF3D7_0520000	1759.72214175952	-0.873698146930466	0.190916339406203	-4.57634034702259	4.73180509781033e-06	5.62614103514516e-05
PF3D7_0422400	1407.26756790502	-0.86952838881097	0.187955686213088	-4.62624146324136	3.72361162006861e-06	4.5342209057243e-05
PF3D7_0621900	304.742094908129	-0.863575340393394	0.267738440034513	-3.22544398287401	0.00125777446979032	0.00722226503386553
PF3D7_1404100	191.733091702969	-0.863268755789386	0.271609999811792	-3.17833937037508	0.00148121266103495	0.00827511427604027
PF3D7_0931800	873.875043694403	-0.857606753374624	0.205853498909034	-4.16610238795891	3.09851581802136e-05	0.00030071493259515
PF3D7_0921000	319.244583608589	-0.857200457582921	0.235935983952109	-3.63319084789083	0.000279937804824902	0.0020640868660953
PF3D7_0322000	3518.09659101901	-0.856862505099134	0.182827238313605	-4.68673329533835	2.77600342194544e-06	3.53182284102974e-05
PF3D7_0111500	243.585449675571	-0.854074923367526	0.255886008467114	-3.33771638583862	0.000844699213515912	0.00524128938222578
PF3D7_1017900	411.375349601022	-0.852528116181389	0.224559813710667	-3.79644114453989	0.000146788191827387	0.00116354619071552
PF3D7_0102300	522.454791189257	-0.849142903860449	0.223208707130942	-3.80425528544598	0.000142231440788265	0.00113534547883654
PF3D7_0310600	297.112627630217	-0.846990533343062	0.239440683100624	-3.53737101972399	0.000404131519961714	0.00279385900101386
PF3D7_1214100	327.107833576982	-0.842949373131957	0.237007689508835	-3.55663301422351	0.000375638325782379	0.00262888948490534
PF3D7_0716300	1579.97010311859	-0.84009037700685	0.187574387411522	-4.47870516118901	7.50971731049089e-06	8.50601895866574e-05
PF3D7_1142400	282.28712159788	-0.839439463184454	0.247607096866643	-3.39020760635372	0.000698397121673886	0.00446777426287717
PF3D7_1108400	1205.74869169992	-0.832176818194146	0.204877797312594	-4.06182040762789	4.86915305027021e-05	0.000447416418159264
PF3D7_1132300	253.377742367706	-0.831471089629654	0.266382261019939	-3.12134556725389	0.00180026643851048	0.00968816370108362
PF3D7_0810000	231.44443675869	-0.830779130863082	0.260444377785179	-3.18985242810014	0.00142345460174521	0.00801156233101207
PF3D7_1451100	6927.26445271369	-0.823684958551419	0.203433977791106	-4.04890553434103	5.1457708189127e-05	0.000470263401599628
PF3D7_1330600	291.264851948344	-0.820209472490389	0.255833205325768	-3.20603211551826	0.00134578967431805	0.00767911645823191
PF3D7_1343000	18364.1135009599	-0.818418573887085	0.20150702467821	-4.06148904830505	4.87607060741603e-05	0.000447416418159264
PF3D7_1247300	223.084550641612	-0.817859520860622	0.258202933949144	-3.16750669077102	0.00153752172049076	0.00849101742784972
PF3D7_0306300	846.156693266624	-0.815551650418136	0.198356359349342	-4.11154778749393	3.93015505555902e-05	0.000372667312366369
PF3D7_0818200	5976.4461901747	-0.813120335662409	0.183344289562495	-4.43493679351954	9.20993063358855e-06	0.000103033263393496
PF3D7_0517000	2009.91515760908	-0.812605890060924	0.193952231102015	-4.18972179615459	2.79296668445089e-05	0.000277585441592471
PF3D7_1355100	873.037007005111	-0.812422806311126	0.209094403467586	-3.88543544369454	0.000102146634747139	0.000846624115002748
PF3D7_0210300	399.642705534407	-0.809678172329388	0.247828959899544	-3.2670845758203	0.001086612126975	0.00643023294804552
PF3D7_0904800	462.158584610134	-0.807312029293485	0.246324276001992	-3.2774359165759	0.00104754506293479	0.00626977075210087
PF3D7_1027800	4732.0116365776	-0.805747101142118	0.186144190944451	-4.32861803021599	1.50047911692775e-05	0.000159980660776663
PF3D7_1005500	472.469673401312	-0.801406229167593	0.231938112725619	-3.45525890398035	0.000549764629589147	0.00363103556433301
PF3D7_0317000	860.293943288001	-0.799510837718708	0.207293496738941	-3.8569026539486	0.000114832866978704	0.000938077125570634
PF3D7_0917500	307.549941496752	-0.797782455620485	0.245283021689826	-3.25249766626459	0.0011439553525324	0.00665281076978512
PF3D7_0220200	1062.8648400457	-0.795683158417906	0.203355208254724	-3.91277491856135	9.12415712710604e-05	0.000768866821360216
PF3D7_0824400	322.413008064303	-0.793143011301918	0.250269939592164	-3.16915012883454	0.00152885402532756	0.00845804504633105
PF3D7_1109400	398.433809652731	-0.787807160465859	0.23099172650445	-3.41054276007017	0.000648337170377526	0.00420078092418648
PF3D7_1461300	408.63779235143	-0.785385595255019	0.228117906331506	-3.44289322958137	0.000575526485115436	0.00377206536131935
PF3D7_1426200	495.428903665317	-0.78140044790996	0.244911850479807	-3.19053751943452	0.00142008400769202	0.00800250814260194
PF3D7_0814000	2737.07886027072	-0.781381216127804	0.180449854397979	-4.33018479696015	1.48984261435352e-05	0.000159220356573969
PF3D7_0727400	1230.50744967664	-0.776131040190427	0.228598259833976	-3.395174752223	0.000685848091124349	0.00441861280835006
PF3D7_1014700	269.041698436948	-0.775574588589726	0.244449312200097	-3.1727419545974	0.00151006674549243	0.00840529798777771
PF3D7_0710600	1554.67194229703	-0.773060328245137	0.196343792940678	-3.93727918090442	8.24107085294621e-05	0.000711614901408397
PF3D7_0107000	394.555451641435	-0.771139516814003	0.241648142650085	-3.19116674499187	0.0014169947528105	0.00799648593872124
PF3D7_0511000	1109.68250729348	-0.766725711561706	0.191989775943584	-3.99357574013217	6.50842756617684e-05	0.000579632902070102
PF3D7_1037300	1050.27380346148	-0.766442529225512	0.19867408502029	-3.85778814155473	0.000114417755925857	0.000936370175522962
PF3D7_0210900	477.488793621136	-0.766248595123806	0.244927440012173	-3.12847182449514	0.00175717857106783	0.00950795367896468
PF3D7_1410400	727.539689790786	-0.764782027970381	0.210673376584621	-3.63017881219173	0.000283224943043214	0.00207557545932242
PF3D7_0520900	5549.76156240196	-0.743848110991156	0.178096465847816	-4.1766584611891	2.95822685884506e-05	0.00028957470674298
PF3D7_0214000	497.347536642722	-0.733473876062944	0.217159037973663	-3.37758853100049	0.000731244100848875	0.00460653357289263
PF3D7_0621800	1656.90283632427	-0.723860080254109	0.185465416054249	-3.90293832485932	9.50319246575233e-05	0.000794907922273427
PF3D7_1034900	1595.59940525611	-0.720234294702761	0.193024747751108	-3.73130545743001	0.000190490083537452	0.00145657568927123
PF3D7_0217900	707.891280012651	-0.719565695941458	0.226958629144127	-3.17047075343634	0.00152192152687481	0.00845197560918376
PF3D7_1126200	2012.20793989436	-0.715825404856537	0.192519238126522	-3.71820194086838	0.000200645849309362	0.00153165285304726
PF3D7_1324900	8207.2118096178	-0.714670600286256	0.179204386585123	-3.98801956751647	6.66271693350491e-05	0.000591055865468345
PF3D7_1127100	781.163250887929	-0.700422003123216	0.22502274824493	-3.1126719791051	0.0018540195720568	0.00988375222568309
PF3D7_1120100	2479.66987060015	-0.700311200066872	0.194489644900031	-3.60076342587204	0.00031728417956228	0.002291104520782
PF3D7_1206200	900.742381705944	-0.695473514608825	0.198088476632156	-3.5109236359079	0.000446552657206075	0.00302722711795522
PF3D7_0719700	2275.97321012596	-0.694351854185467	0.197895970275557	-3.50867101143408	0.000450351603214633	0.00304843067332468
PF3D7_1133800	480.070217665314	-0.694277780572531	0.215478777209415	-3.2220239485478	0.00127288495293487	0.00729094111377079
PF3D7_1412300	715.481686515559	-0.692749922024586	0.212760535094534	-3.25600761305089	0.00112990721812498	0.00660483194128355
PF3D7_1358800	1292.3046356435	-0.683326282283691	0.191169719654924	-3.57444831491695	0.000350967130521515	0.00249076985441988
PF3D7_0728000	681.013343076373	-0.676991834892407	0.204943505717243	-3.30330952680414	0.000955508565112712	0.00580249839395667
PF3D7_0319600	686.003964569849	-0.676418785397649	0.209091948765471	-3.23503027922111	0.0012162983139438	0.00701960221338343
PF3D7_1237700	1197.4248737701	-0.673515643939711	0.205576053301267	-3.27623588994916	0.00105200654712018	0.00627886167808128
PF3D7_1243600	599.649658263083	-0.667396232352644	0.210547980936358	-3.16980590070051	0.00152540798331556	0.00845197560918376
PF3D7_0309600	1481.92596339714	-0.660037950867629	0.200700836416728	-3.28866567101469	0.00100663520944748	0.00606384233595551
PF3D7_1405600	1115.88752480912	-0.657200024919261	0.198486887992904	-3.31105007270181	0.000929465752166498	0.00567423850314547
PF3D7_1445700	736.014811081273	-0.640496580261422	0.201459309621171	-3.1792850946716	0.0014763880193632	0.00825831820683208
PF3D7_1444800	7386.03651923659	-0.635814491357068	0.199824758613892	-3.18186042494169	0.00146332320498338	0.0081953316856159
PF3D7_0527500	1755.78049796288	-0.62186925197831	0.188257712585809	-3.303286985891	0.000955585380598765	0.00580249839395667
PF3D7_0731600	2784.12386141831	0.619665519877677	0.189566782121742	3.26885076036012	0.00107985241394977	0.00640298911770216
PF3D7_0215400	654.186409067061	0.651275772857295	0.207458445743447	3.13930710568754	0.00169347866584104	0.00921171269491017
PF3D7_1120000	767.696538446151	0.661066868393912	0.204747898287421	3.22868695563321	0.00124359942927911	0.00715897161950028
PF3D7_1145400	930.027475527289	0.671576600817286	0.201470187539897	3.3333795387682	0.000857978154025322	0.00530195479671158
PF3D7_0517400	593.305544614612	0.683344143148502	0.219567936028926	3.11222191867977	0.00185684858415302	0.00988722892054279
PF3D7_1140200	955.791917477281	0.691687406827893	0.198248147991531	3.48899807557063	0.000484834639388633	0.003257572384768
PF3D7_1353000	602.01366991676	0.696217072128331	0.208088806606168	3.34576896990909	0.000820547329835652	0.00512644562876689
PF3D7_1439800	1405.80320876493	0.708252271506529	0.206384740671842	3.43170851294995	0.000599791847516584	0.00391979075024507
PF3D7_0621200	733.189049981957	0.708468801350411	0.216028852376481	3.27951009116012	0.00103987491165254	0.00623924946991525
PF3D7_1017600	815.159354085238	0.709001892350896	0.198741136686667	3.56746421083774	0.000360452591620387	0.00254615189912876
PF3D7_1106000	488.561800511288	0.715364162250492	0.218272644441433	3.27738807618854	0.00104772258935371	0.00626977075210087
PF3D7_0829900	858.12461987291	0.725541976573101	0.203851689431847	3.55916587493216	0.000372034513715202	0.00261171678716298
PF3D7_0417800	431.64538302995	0.743098331483989	0.22810360786241	3.25772283239036	0.00112310042888529	0.00659059709043537
PF3D7_1317000	331.063589076281	0.747767520277555	0.239035741783914	3.12826657091946	0.00175840622860641	0.00950795367896468
PF3D7_0500800	2592.38622519079	0.751115172423454	0.191698219512203	3.91821673844832	8.92064785913075e-05	0.00075451736640916
PF3D7_0722600	440.761612965715	0.752253870310694	0.228257085832954	3.29564301395322	0.000981967083767396	0.00593097672137169
PF3D7_1468800	377.487094390724	0.75358445434664	0.239634677369767	3.14472205199177	0.00166244694533964	0.0090646266815518
PF3D7_0412000	375.833299007618	0.757876454947118	0.243336347608392	3.11452219282419	0.00184243095977735	0.00984508402271614
PF3D7_0607000	1916.25766571348	0.785013086752603	0.201492154811102	3.89599827094285	9.77950861027064e-05	0.000815018864364206
PF3D7_1228700	418.93850298792	0.787896712274037	0.231442130205562	3.40429251828197	0.000663356738050421	0.00429197479234332
PF3D7_0606100	400.406882384732	0.788558541131188	0.226045212396728	3.48849919345871	0.000485740287057512	0.00325883660829427
PF3D7_0603500	369.720907021802	0.791302137336608	0.2511112722687	3.15120117941133	0.00162600449959183	0.00891945946515227
PF3D7_1309200	623.987357529946	0.792577958929257	0.222978033613583	3.55451138430426	0.000378682117156502	0.00263799720264545
PF3D7_1114100	574.428422847299	0.79502997539205	0.244090217768489	3.25711526934729	0.00112550717410417	0.00659619817391113
PF3D7_1406200	614.161837696704	0.79503912149541	0.228679239331843	3.47665631483804	0.000507708175654301	0.00338124711704081
PF3D7_0518500	393.974832108241	0.799802709489939	0.226915832030307	3.52466684379747	0.000424015700144083	0.00290042064767233
PF3D7_0303200	1026.19051762468	0.808273787626847	0.20844657561975	3.87760645730782	0.000105489172931488	0.000872735561848484
PF3D7_1107800	565.964943366532	0.817523186216588	0.229570129574271	3.56110434633918	0.000369298274361003	0.0026045850343908
PF3D7_0816000	280.670329887634	0.831845057604083	0.245051060068715	3.39457849058406	0.000687343343085067	0.00442197374545662
PF3D7_1412900	644.994733432506	0.832989923141619	0.224396188057894	3.71213936542768	0.000205514767337613	0.00156356461180475
PF3D7_0802400	252.455375862858	0.838851113117125	0.260625246966624	3.21861033372776	0.00128813403068128	0.0073686458027133
PF3D7_0716200	251.027627259171	0.846618969743398	0.2643633060199	3.20248291069437	0.00136248383953901	0.00773550199898273
PF3D7_1449300	274.111428671155	0.854718481575627	0.255819787244761	3.34109605351933	0.000834483478369177	0.00519208761472986
PF3D7_1329500	470.230392649382	0.855498603330335	0.246613852033706	3.46898033616299	0.000522437690874707	0.00346410509774149
PF3D7_1224300	10951.9521947058	0.858717561547968	0.184391677109697	4.65702994304403	3.20803801301026e-06	4.00299688326719e-05
PF3D7_1235300	925.456711392471	0.858772744966844	0.199163060139143	4.31190776224703	1.61851955448388e-05	0.000169385157061424
PF3D7_1024800	750.167801926911	0.859773834517274	0.22602893779679	3.80382194818899	0.000142480608308417	0.00113534547883654
PF3D7_0813000	277.102809606211	0.861693949794129	0.251646298594315	3.42422660141442	0.000616551871532414	0.00402353247198308
PF3D7_0902800	976.760669874339	0.863612009084058	0.207979130084158	4.15239744841033	3.29010205778475e-05	0.000317274809903574
PF3D7_0705000	251.584263266743	0.86496049935693	0.256088101393832	3.37758956643881	0.000731241347728722	0.00460653357289263
PF3D7_0718400	463.689747851594	0.865484170806863	0.231333830588999	3.74127799899933	0.000183086862633186	0.00140707365495759
mal_rna_17	306.247518404594	0.8742235660896	0.242960725817274	3.59820939433267	0.000320415607386108	0.00230853034045221
PF3D7_1250600	371.330226390402	0.874648411157304	0.240866634227428	3.63125600174018	0.000282045236812958	0.00207557545932242
PF3D7_0323700	318.241436964457	0.880295330840908	0.250643814675833	3.51213666285532	0.000444519354395405	0.00301794754508808
PF3D7_1035700	367.211243184228	0.883192741245384	0.239968220045019	3.68045710836083	0.000232816220240664	0.00174496909625923
PF3D7_0912400	862.099686601914	0.883450865338748	0.197671208867967	4.46929459478766	7.847798159002e-06	8.84483852064196e-05
PF3D7_0501100	247.794614437886	0.888547431297716	0.25588287659417	3.47247710798152	0.000515678989088286	0.00342428942754239
PF3D7_1346400	327.030722281009	0.892333287624275	0.276152023851886	3.23131177956848	0.00123223449700176	0.00710254960073858
PF3D7_1222500	283.958805937465	0.892608363185179	0.251331726647689	3.55151486480025	0.000383020356538228	0.00266413240336391
PF3D7_1473500	186.149585527715	0.893847801545243	0.285683749335378	3.12880170336854	0.00175520715870035	0.00950795367896468
PF3D7_1136600	171.530239782903	0.89724488742125	0.280163095703592	3.20258057246241	0.00136202192988655	0.00773550199898273
PF3D7_0810300	494.083843778128	0.902953692019345	0.216434921015004	4.1719408669581	3.02016025012819e-05	0.000294802033920138
PF3D7_0214200	369.755986798315	0.905891891021658	0.227863752442071	3.97558576699013	7.02062357389837e-05	0.000616782829258151
PF3D7_1320000	229.88585332243	0.914763217595872	0.256973787952756	3.55975301949493	0.000371203738400255	0.00261171678716298
PF3D7_1425800	182.966734860355	0.915400824252706	0.279592951502656	3.27404828817371	0.00106018492541202	0.00629458814538745
PF3D7_1017400	261.419044412077	0.917650592743206	0.262950203805622	3.48982651263337	0.000483334210854846	0.00325230220104105
PF3D7_1121700	163.211880168478	0.921892441883017	0.283908436046041	3.24714705460008	0.00116568143571698	0.00676184556963799
PF3D7_0522300	225.480695843991	0.921985375217372	0.25927073363628	3.55607191867164	0.000376441068179212	0.00263045435641535
PF3D7_0309200	348.262787717632	0.922823795719552	0.242728504061	3.80187650102947	0.000143604308283073	0.00114229556606255
PF3D7_0610600	389.959490379355	0.924403979968912	0.252033592064802	3.66778083983041	0.000244664753898411	0.00182774228981346
PF3D7_0826900	255.094817239209	0.925223419698754	0.255555258498674	3.62044367677747	0.000294098268839646	0.00214413216223061
PF3D7_0104200	324.106301015997	0.926628570074283	0.235225222106622	3.93932488096138	8.17112193331578e-05	0.000706918777545148
PF3D7_1027300	4485.51583618685	0.92863404692364	0.200914965595435	4.62202526412865	3.80011719841137e-06	4.61500864042365e-05
PF3D7_0723300	174.667185349555	0.932043742686128	0.28783105945843	3.23816249865396	0.00120302266375211	0.00696067380734022
PF3D7_1210400	179.553435059853	0.933502491796679	0.27573866253697	3.38546101300364	0.000710588027850292	0.00451397317831612
PF3D7_1105600	482.732680836516	0.936786636804789	0.221358048304646	4.23199718275221	2.31625310900188e-05	0.0002343078312046
PF3D7_0802100	256.990425065261	0.937435801333749	0.25685700075808	3.64964084516688	0.000262607221201376	0.00194577813816745
PF3D7_0323500	145.287278552683	0.94003871683091	0.296869693819034	3.1665028003968	0.0015428386054747	0.00849402781341346
PF3D7_1008500	148.428787162459	0.944070305817128	0.292496453750635	3.22762992067584	0.00124820344401999	0.00717637980093518
PF3D7_1239000	486.193359242109	0.946683170835546	0.226999010278039	4.1704286273143	3.04027264604597e-05	0.000295694183262116
PF3D7_0418900	134.855971495487	0.951096734137697	0.305180105677469	3.11650961659626	0.00183005711570122	0.0098136002591676
PF3D7_0910200	241.769379404961	0.951718833028457	0.273701772130457	3.47721107401099	0.000506658785774102	0.00337921322318057
PF3D7_1414500	230.902871796259	0.95440543221618	0.276190529928874	3.45560520290816	0.000549058879637727	0.00363103556433301
PF3D7_0501200	1155.49668438121	0.959713695538713	0.250502442219573	3.83115504597554	0.000127543097928605	0.00103446562641379
PF3D7_1135100	415.17557973146	0.976270042555495	0.238861427418558	4.08718164798024	4.36645237912727e-05	0.000407236688008133
PF3D7_0416100	232.489509643896	0.978726039543962	0.259778919396881	3.7675344936234	0.000164867766207608	0.00127786586026443
PF3D7_0629700	570.777167262976	0.980590891184967	0.232861587248124	4.21104615309568	2.54190802997521e-05	0.000255994374105264
PF3D7_0708700	389.511097804528	0.980810049067757	0.229898450420886	4.26627516310849	1.98763609937994e-05	0.000203788784726494
PF3D7_1467900	260.678274141764	0.981059534663859	0.259308389044568	3.7833698257068	0.00015471925974253	0.00121161185819064
PF3D7_1456000	314.42208968194	0.981238189974522	0.250554525280587	3.91626608569798	8.99309884720519e-05	0.000759231504907174
PF3D7_1460500	224.32910360873	0.981671749435536	0.262713451312796	3.73666344273603	0.000186478253523597	0.00143071660051381
PF3D7_1340700	278.073118167367	0.983166635058341	0.284552072935405	3.45513784143659	0.00055001155179681	0.00363103556433301
PF3D7_1032100	159.091032992577	0.986483499137248	0.304604507606565	3.23857157232688	0.00120129875635911	0.00695956498900904
PF3D7_0203700	146.599483403652	0.992335844896475	0.315711881923659	3.1431691415923	0.00167129235558925	0.00910193031065514
PF3D7_0720700	189.625322476851	0.996618237662103	0.300506319318982	3.31646349374839	0.000911644969291186	0.00558797766601966
PF3D7_0820000	357.854044781034	0.996797010384501	0.29554719845147	3.37271683036501	0.000744304562558653	0.0046823148519964
PF3D7_1034400	468.765620815625	0.998748694876214	0.228853633763267	4.36413736785736	1.27625365295056e-05	0.000138017716469082
PF3D7_1209300	205.616204703562	1.00040202897376	0.26425716238936	3.78571396108368	0.000153267894108277	0.00120439926477473
PF3D7_1251500	138.079723721675	1.01187828525948	0.314051834453658	3.22201042709972	0.0012729450249274	0.00729094111377079
PF3D7_0416300	232.10634807343	1.01215574123694	0.255749418578256	3.95760720342454	7.57043141209543e-05	0.000659978876655229
PF3D7_1205900	295.816105549293	1.0216024462446	0.2552029981707	4.00309735217636	6.25185608033284e-05	0.000558975006237633
PF3D7_1118500	427.589812953688	1.02377231824391	0.223840720163956	4.57366433370136	4.79267446615243e-06	5.66883526699593e-05
PF3D7_1435300	285.663193335621	1.02380254075139	0.290220362913769	3.52767300844284	0.000419229694734333	0.00288084353038985
PF3D7_1368800	165.195857104192	1.02634366008386	0.292938922070037	3.50360973827329	0.00045899749163056	0.00309772155569986
PF3D7_0519800	334.963535754169	1.02684526317345	0.248534968208946	4.13159271137321	3.60258333191264e-05	0.000345209567374414
PF3D7_0516800	624.353092139366	1.03353098391876	0.222832412800211	4.63815371799348	3.51535301966626e-06	4.30370172919788e-05
PF3D7_0934700	962.111473429067	1.03377310651253	0.211209036319024	4.89454961079911	9.85311193773182e-07	1.37278633193797e-05
PF3D7_0108700	399.647402823032	1.03499203864592	0.227892401834987	4.54158203745356	5.58336509096828e-06	6.48584251743681e-05
PF3D7_1343200	400.937066876616	1.0364632789347	0.233677303769282	4.43544692709241	9.18814668688145e-06	0.000103033263393496
PF3D7_0403200	162.73651585741	1.03909460306953	0.285702786928447	3.63697748363151	0.000275856034755735	0.00203729773961065
PF3D7_0311300	615.778765524854	1.03977505656109	0.231428720794115	4.49285228295455	7.02755322345792e-06	7.97978668523647e-05
PF3D7_0321000	224.119351509411	1.04217623724302	0.272327515913922	3.82692227682359	0.000129755462785292	0.00105053353292477
PF3D7_1024100	106.401071063221	1.04408491237733	0.33060334379029	3.15811963789337	0.0015879037630098	0.0087209901953936
PF3D7_1143200	290.402234814146	1.04678242947849	0.242003312269702	4.32548802601469	1.52194536275332e-05	0.00016188936387882
PF3D7_1349300	114.459287211427	1.04743678048137	0.321147747234531	3.2615417342985	0.0011080811987864	0.00653624000634783
PF3D7_1227800	262.517192375058	1.04845874452839	0.24956132424379	4.20120684847856	2.65495873227709e-05	0.00026676061041515
PF3D7_1224800	101.258182004296	1.04978562058557	0.335551226513245	3.12854055547352	0.00175676765521419	0.00950795367896468
PF3D7_0610400	2773.62320270847	1.05263287897582	0.244042354897587	4.3133204456151	1.60820757408623e-05	0.000168694660542717
PF3D7_0110600	318.942185372128	1.05617008445425	0.236246886398912	4.47062012352139	7.79931227894536e-06	8.81205879874871e-05
PF3D7_0918800	311.258877811448	1.06008005149513	0.252773084511524	4.1938011459713	2.74318480237482e-05	0.000273836162030471
PF3D7_1227700	240.632993650558	1.0613802785053	0.253496643475999	4.18695989008545	2.82715763164582e-05	0.000279588755951572
PF3D7_1461600	482.67239188749	1.06362977741623	0.218082533504208	4.87718920137962	1.07608209525686e-06	1.47660570291742e-05
PF3D7_1362200	269.951154846382	1.06597148674233	0.25224994038348	4.22585426629555	2.38036012996061e-05	0.000240257682450691
PF3D7_0918900	345.111729753357	1.07104628375137	0.243782534661906	4.3934496178603	1.11566053970739e-05	0.000122104341478337
PF3D7_1476300	181.195471626423	1.07318434413423	0.274748466253623	3.90606127403661	9.38127328606774e-05	0.000786157624821396
PF3D7_1226700	151.155921954242	1.07342422253025	0.300263784026943	3.57493737051528	0.000350311743610641	0.00249000929496014
PF3D7_1013200	172.765719592593	1.07380615080674	0.284042792730368	3.78043794206062	0.000156552738818833	0.00122175694109131
PF3D7_0523800	250.407090292726	1.0754048217854	0.270912972175251	3.96955824282097	7.20060050135258e-05	0.00063015659878889
PF3D7_1027100	131.180236492062	1.07905121587728	0.312408361760653	3.45397674311927	0.000552385009599067	0.0036414117759056
